"trip_id","duration","start_time","end_time","start_station","start_lat","start_lon","end_station","end_lat","end_lon","bike_id","plan_duration","trip_route_category","passholder_type","Station_ID","Station_Name","Go_live_date","Region","Status"
95378356,19,"0007-04-18 07:05:00","0007-04-18 07:24:00",4174,34.1653,-118.151,4155,34.1478,-118.132,5915,30,"One Way","Monthly Pas",4174,"Fair Oaks &","0000-00-00","Pasadena","Inactive"
95378359,62,"0007-04-18 06:51:00","0007-04-18 07:53:00",3055,34.0442,-118.252,3030,34.0519,-118.244,6486,30,"One Way","Monthly Pas",3055,"7th & Main","0000-00-00","DTLA","Inactive"
95378387,425,"0007-04-18 00:14:00","0007-04-18 07:19:00",4211,33.9849,-118.47,4202,33.9912,-118.468,5100,1,"One Way","Walk-up",4211,"Pacific & N","0000-00-00","Venice","Active"
95385037,5,"0007-04-18 08:54:00","0007-04-18 08:59:00",3067,34.0452,-118.25,3069,34.0509,-118.248,6577,30,"One Way","Monthly Pas",3067,"Main & 6th","0000-00-00","DTLA","Active"
95385038,11,"0007-04-18 08:47:00","0007-04-18 08:58:00",3082,34.0465,-118.237,3051,34.0454,-118.254,6400,30,"One Way","Monthly Pas",3082,"Traction & ","0000-00-00","DTLA","Active"
95385040,5,"0007-04-18 08:37:00","0007-04-18 08:42:00",4209,33.9962,-118.477,4202,33.9912,-118.468,12127,30,"One Way","Monthly Pas",4209,"Rose & Main","0000-00-00","Venice","Active"
95385042,3,"0007-04-18 08:24:00","0007-04-18 08:27:00",3006,34.0455,-118.257,3005,34.0485,-118.259,6222,30,"One Way","Monthly Pas",3006,"Olive & 8th","0000-00-00","DTLA","Active"
95385043,5,"0007-04-18 08:22:00","0007-04-18 08:27:00",3031,34.0447,-118.252,3005,34.0485,-118.259,12199,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95385045,3,"0007-04-18 08:17:00","0007-04-18 08:20:00",3011,34.0411,-118.268,3011,34.0411,-118.268,6303,30,"Round Trip","Monthly Pas",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95385047,33,"0007-04-18 08:12:00","0007-04-18 08:45:00",4210,33.9843,-118.472,4215,34.0143,-118.491,12236,1,"One Way","Walk-up",4210,"Ocean Front","0000-00-00","Venice","Active"
95385048,33,"0007-04-18 08:12:00","0007-04-18 08:45:00",4210,33.9843,-118.472,4215,34.0143,-118.491,11200,1,"One Way","Walk-up",4210,"Ocean Front","0000-00-00","Venice","Active"
95385059,11,"0007-04-18 07:56:00","0007-04-18 08:07:00",3042,34.0493,-118.239,3076,34.0406,-118.254,6142,30,"One Way","Monthly Pas",3042,"1st & Centr","0000-00-00","DTLA","Active"
95385071,37,"0007-04-18 07:38:00","0007-04-18 08:15:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12174,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95385076,43,"0007-04-18 07:24:00","0007-04-18 08:07:00",4206,33.9983,-118.461,4206,33.9983,-118.461,12267,30,"Round Trip","Monthly Pas",4206,"California ","0000-00-00","Venice","Active"
95391768,9,"0007-04-18 09:49:00","0007-04-18 09:58:00",3026,34.0632,-118.246,3023,34.0509,-118.241,5970,30,"One Way","Monthly Pas",3026,"Figueroa & ","0000-00-00","DTLA","Active"
95391769,3,"0007-04-18 09:44:00","0007-04-18 09:47:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12053,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95391771,5,"0007-04-18 09:40:00","0007-04-18 09:45:00",3046,34.0529,-118.247,3031,34.0447,-118.252,6704,30,"One Way","Monthly Pas",3046,"2nd & Hill","0000-00-00","DTLA","Active"
95391773,15,"0007-04-18 09:37:00","0007-04-18 09:52:00",3006,34.0455,-118.257,3056,34.0375,-118.265,12247,30,"One Way","Monthly Pas",3006,"Olive & 8th","0000-00-00","DTLA","Active"
95391774,15,"0007-04-18 09:36:00","0007-04-18 09:51:00",3022,34.0461,-118.233,3022,34.0461,-118.233,6343,30,"Round Trip","Monthly Pas",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95391778,16,"0007-04-18 09:28:00","0007-04-18 09:44:00",3075,34.0421,-118.256,3022,34.0461,-118.233,5016,30,"One Way","Monthly Pas",3075,"Broadway & ","0000-00-00","DTLA","Active"
95391779,7,"0007-04-18 09:25:00","0007-04-18 09:32:00",3011,34.0411,-118.268,3011,34.0411,-118.268,12375,30,"Round Trip","Monthly Pas",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95391780,27,"0007-04-18 09:25:00","0007-04-18 09:52:00",4204,33.9884,-118.452,4204,33.9884,-118.452,6322,1,"Round Trip","Walk-up",4204,"Washington ","0000-00-00","Venice","Active"
95391781,5,"0007-04-18 09:24:00","0007-04-18 09:29:00",3069,34.0509,-118.248,3067,34.0452,-118.25,6577,30,"One Way","Monthly Pas",3069,"Broadway & ","0000-00-00","DTLA","Active"
95391782,8,"0007-04-18 09:19:00","0007-04-18 09:27:00",4144,34.1424,-118.133,4151,34.1424,-118.142,6388,30,"One Way","Monthly Pas",4144,"Cordova & L","0000-00-00","Pasadena","Inactive"
95391783,28,"0007-04-18 09:19:00","0007-04-18 09:47:00",4126,33.711,-118.285,4126,33.711,-118.285,11971,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95391784,30,"0007-04-18 09:17:00","0007-04-18 09:47:00",4126,33.711,-118.285,4126,33.711,-118.285,5903,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95391785,15,"0007-04-18 09:16:00","0007-04-18 09:31:00",3026,34.0632,-118.246,3005,34.0485,-118.259,6490,30,"One Way","Monthly Pas",3026,"Figueroa & ","0000-00-00","DTLA","Active"
95391786,32,"0007-04-18 09:15:00","0007-04-18 09:47:00",4126,33.711,-118.285,4126,33.711,-118.285,5797,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95391789,24,"0007-04-18 09:13:00","0007-04-18 09:37:00",4126,33.711,-118.285,4126,33.711,-118.285,6096,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95391792,8,"0007-04-18 09:12:00","0007-04-18 09:20:00",4176,34.1379,-118.122,4158,34.1353,-118.132,12151,30,"One Way","Monthly Pas",4176,"Caltech Eas","0000-00-00","Pasadena","Inactive"
95391795,4,"0007-04-18 09:09:00","0007-04-18 09:13:00",4144,34.1424,-118.133,4151,34.1424,-118.142,6321,30,"One Way","Monthly Pas",4144,"Cordova & L","0000-00-00","Pasadena","Inactive"
95391796,24,"0007-04-18 09:01:00","0007-04-18 09:25:00",4130,33.7193,-118.283,4130,33.7193,-118.283,6425,1,"Round Trip","Walk-up",4130,"DoubleTree ","0000-00-00","Port of LA","Active"
95391797,4,"0007-04-18 09:01:00","0007-04-18 09:05:00",3005,34.0485,-118.259,3031,34.0447,-118.252,5887,30,"One Way","Monthly Pas",3005,"7th & Flowe","0000-00-00","DTLA","Active"
95391798,25,"0007-04-18 09:00:00","0007-04-18 09:25:00",4130,33.7193,-118.283,4130,33.7193,-118.283,12389,1,"Round Trip","Walk-up",4130,"DoubleTree ","0000-00-00","Port of LA","Active"
95391799,8,"0007-04-18 09:00:00","0007-04-18 09:08:00",3035,34.0484,-118.261,3011,34.0411,-118.268,12399,1,"One Way","Walk-up",3035,"Figueroa & ","0000-00-00","DTLA","Active"
95391801,14,"0007-04-18 08:52:00","0007-04-18 09:06:00",3007,34.0505,-118.255,3047,34.04,-118.266,6199,1,"One Way","Walk-up",3007,"5th & Grand","0000-00-00","DTLA","Active"
95391843,122,"0007-04-18 07:34:00","0007-04-18 09:36:00",4155,34.1478,-118.132,4157,34.141,-118.132,5915,30,"One Way","Monthly Pas",4155,"Lake & Unio","0000-00-00","Pasadena","Inactive"
95398537,4,"0007-04-18 10:54:00","0007-04-18 10:58:00",3047,34.04,-118.266,3074,34.0442,-118.261,12025,30,"One Way","Monthly Pas",3047,"Pico & Flow","0000-00-00","DTLA","Active"
95398538,2,"0007-04-18 10:49:00","0007-04-18 10:51:00",3022,34.0461,-118.233,3082,34.0465,-118.237,6631,30,"One Way","Monthly Pas",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95398539,4,"0007-04-18 10:45:00","0007-04-18 10:49:00",3031,34.0447,-118.252,3064,34.0468,-118.257,6017,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95398540,18,"0007-04-18 10:40:00","0007-04-18 10:58:00",3069,34.0509,-118.248,3031,34.0447,-118.252,5887,1,"One Way","One Day Pas",3069,"Broadway & ","0000-00-00","DTLA","Active"
95398541,10,"0007-04-18 10:35:00","0007-04-18 10:45:00",3034,34.0421,-118.263,3064,34.0468,-118.257,6185,1,"One Way","Walk-up",3034,"Hope & 11th","0000-00-00","DTLA","Active"
95398542,9,"0007-04-18 10:34:00","0007-04-18 10:43:00",3052,34.0511,-118.265,3049,34.057,-118.254,11968,30,"One Way","Monthly Pas",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95398543,9,"0007-04-18 10:34:00","0007-04-18 10:43:00",3052,34.0511,-118.265,3049,34.057,-118.254,12044,30,"One Way","Monthly Pas",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95398544,10,"0007-04-18 10:32:00","0007-04-18 10:42:00",3005,34.0485,-118.259,3011,34.0411,-118.268,5795,1,"One Way","Walk-up",3005,"7th & Flowe","0000-00-00","DTLA","Active"
95398545,21,"0007-04-18 10:30:00","0007-04-18 10:51:00",3051,34.0454,-118.254,3036,34.0392,-118.233,6281,30,"One Way","Monthly Pas",3051,"7th & Broad","0000-00-00","DTLA","Active"
95398546,19,"0007-04-18 10:28:00","0007-04-18 10:47:00",3048,34.0417,-118.235,3022,34.0461,-118.233,5854,1,"One Way","One Day Pas",3048,"5th & Hewit","0000-00-00","DTLA","Active"
95398547,4,"0007-04-18 10:28:00","0007-04-18 10:32:00",3031,34.0447,-118.252,3005,34.0485,-118.259,6329,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95398548,20,"0007-04-18 10:27:00","0007-04-18 10:47:00",3048,34.0417,-118.235,3022,34.0461,-118.233,6631,1,"One Way","One Day Pas",3048,"5th & Hewit","0000-00-00","DTLA","Active"
95398551,9,"0007-04-18 10:20:00","0007-04-18 10:29:00",4158,34.1353,-118.132,4176,34.1379,-118.122,12151,30,"One Way","Monthly Pas",4158,"Lake & Cali","0000-00-00","Pasadena","Inactive"
95398552,18,"0007-04-18 10:18:00","0007-04-18 10:36:00",3005,34.0485,-118.259,3075,34.0421,-118.256,6538,1,"One Way","Walk-up",3005,"7th & Flowe","0000-00-00","DTLA","Active"
95398553,1,"0007-04-18 10:16:00","0007-04-18 10:17:00",3005,34.0485,-118.259,3005,34.0485,-118.259,6165,1,"Round Trip","Walk-up",3005,"7th & Flowe","0000-00-00","DTLA","Active"
95398554,8,"0007-04-18 10:09:00","0007-04-18 10:17:00",4156,34.1499,-118.138,4180,34.138,-118.129,12038,30,"One Way","Monthly Pas",4156,"Madison & W","0000-00-00","Pasadena","Inactive"
95398555,11,"0007-04-18 10:05:00","0007-04-18 10:16:00",3031,34.0447,-118.252,3022,34.0461,-118.233,12426,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95398556,10,"0007-04-18 10:05:00","0007-04-18 10:15:00",3042,34.0493,-118.239,3063,34.048,-118.254,6521,30,"One Way","Monthly Pas",3042,"1st & Centr","0000-00-00","DTLA","Active"
95398557,26,"0007-04-18 10:04:00","0007-04-18 10:30:00",3062,34.0477,-118.243,3069,34.0509,-118.248,6197,1,"One Way","Walk-up",3062,"3rd & San P","0000-00-00","DTLA","Active"
95398558,27,"0007-04-18 10:03:00","0007-04-18 10:30:00",3062,34.0477,-118.243,3069,34.0509,-118.248,6019,1,"One Way","Walk-up",3062,"3rd & San P","0000-00-00","DTLA","Active"
95398559,14,"0007-04-18 09:53:00","0007-04-18 10:07:00",4126,33.711,-118.285,4126,33.711,-118.285,5903,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95398560,10,"0007-04-18 09:52:00","0007-04-18 10:02:00",3077,34.0399,-118.25,3063,34.048,-118.254,12343,1,"One Way","One Day Pas",3077,"8th & Wall","0000-00-00","DTLA","Active"
95398561,19,"0007-04-18 09:50:00","0007-04-18 10:09:00",3058,34.0358,-118.233,3022,34.0461,-118.233,6315,30,"One Way","Monthly Pas",3058,"Industrial ","0000-00-00","DTLA","Active"
95398562,20,"0007-04-18 09:49:00","0007-04-18 10:09:00",3058,34.0358,-118.233,3022,34.0461,-118.233,6647,30,"One Way","Monthly Pas",3058,"Industrial ","0000-00-00","DTLA","Active"
95398564,52,"0007-04-18 09:46:00","0007-04-18 10:38:00",3031,34.0447,-118.252,3069,34.0509,-118.248,5887,1,"One Way","One Day Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95398565,21,"0007-04-18 09:45:00","0007-04-18 10:06:00",3036,34.0392,-118.233,3005,34.0485,-118.259,5795,1,"One Way","Walk-up",3036,"Willow St &","0000-00-00","DTLA","Active"
95398566,22,"0007-04-18 09:44:00","0007-04-18 10:06:00",3036,34.0392,-118.233,3005,34.0485,-118.259,6589,1,"One Way","Walk-up",3036,"Willow St &","0000-00-00","DTLA","Active"
95398579,38,"0007-04-18 09:24:00","0007-04-18 10:02:00",4130,33.7193,-118.283,4130,33.7193,-118.283,12003,1,"Round Trip","Walk-up",4130,"DoubleTree ","0000-00-00","Port of LA","Active"
95398583,44,"0007-04-18 09:17:00","0007-04-18 10:01:00",4130,33.7193,-118.283,4130,33.7193,-118.283,12186,1,"Round Trip","Walk-up",4130,"DoubleTree ","0000-00-00","Port of LA","Active"
95398600,66,"0007-04-18 08:57:00","0007-04-18 10:03:00",4209,33.9962,-118.477,4214,33.9956,-118.482,5874,1,"One Way","One Day Pas",4209,"Rose & Main","0000-00-00","Venice","Active"
95398601,67,"0007-04-18 08:56:00","0007-04-18 10:03:00",4209,33.9962,-118.477,4214,33.9956,-118.482,12076,1,"One Way","Walk-up",4209,"Rose & Main","0000-00-00","Venice","Active"
95398603,13,"0007-04-18 08:53:00","0007-04-18 09:06:00",3007,34.0505,-118.255,3047,34.04,-118.266,12379,1,"One Way","Walk-up",3007,"5th & Grand","0000-00-00","DTLA","Active"
95398616,161,"0007-04-18 08:15:00","0007-04-18 10:56:00",3042,34.0493,-118.239,3042,34.0493,-118.239,6274,1,"Round Trip","Walk-up",3042,"1st & Centr","0000-00-00","DTLA","Active"
95405342,5,"0007-04-18 11:54:00","0007-04-18 11:59:00",3014,34.0566,-118.237,3082,34.0465,-118.237,12295,30,"One Way","Monthly Pas",3014,"Union Stati","0000-00-00","DTLA","Active"
95405343,4,"0007-04-18 11:46:00","0007-04-18 11:50:00",3064,34.0468,-118.257,3034,34.0421,-118.263,12256,30,"One Way","Monthly Pas",3064,"Grand & 7th","0000-00-00","DTLA","Active"
95405344,1,"0007-04-18 11:44:00","0007-04-18 11:45:00",4151,34.1424,-118.142,4151,34.1424,-118.142,6662,30,"Round Trip","Monthly Pas",4151,"Los Robles ","0000-00-00","Pasadena","Inactive"
95405347,9,"0007-04-18 11:38:00","0007-04-18 11:47:00",4138,34.1457,-118.148,4181,34.1462,-118.135,5993,1,"One Way","Walk-up",4138,"Old Pasaden","0000-00-00","Pasadena","Inactive"
95405348,10,"0007-04-18 11:36:00","0007-04-18 11:46:00",4205,33.9938,-118.454,4211,33.9849,-118.47,12431,1,"One Way","Walk-up",4205,"Venice & Li","0000-00-00","Venice","Active"
95405349,16,"0007-04-18 11:35:00","0007-04-18 11:51:00",4183,34.1461,-118.129,4147,34.1452,-118.15,6629,1,"One Way","Walk-up",4183,"Catalina & ","0000-00-00","Pasadena","Inactive"
95405352,12,"0007-04-18 11:34:00","0007-04-18 11:46:00",4205,33.9938,-118.454,4211,33.9849,-118.47,12194,1,"One Way","Walk-up",4205,"Venice & Li","0000-00-00","Venice","Active"
95405353,17,"0007-04-18 11:34:00","0007-04-18 11:51:00",4183,34.1461,-118.129,4147,34.1452,-118.15,12226,1,"One Way","Walk-up",4183,"Catalina & ","0000-00-00","Pasadena","Inactive"
95405354,19,"0007-04-18 11:34:00","0007-04-18 11:53:00",4215,34.0143,-118.491,4215,34.0143,-118.491,6302,1,"Round Trip","Walk-up",4215,"Downtown Sa","0000-00-00","Venice","Active"
95405361,6,"0007-04-18 11:29:00","0007-04-18 11:35:00",3031,34.0447,-118.252,3074,34.0442,-118.261,5887,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95405362,14,"0007-04-18 11:28:00","0007-04-18 11:42:00",3011,34.0411,-118.268,3063,34.048,-118.254,6428,1,"One Way","Walk-up",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95405363,14,"0007-04-18 11:28:00","0007-04-18 11:42:00",3011,34.0411,-118.268,3063,34.048,-118.254,12327,1,"One Way","Walk-up",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95405364,24,"0007-04-18 11:27:00","0007-04-18 11:51:00",3062,34.0477,-118.243,3038,34.0468,-118.248,5914,30,"One Way","Monthly Pas",3062,"3rd & San P","0000-00-00","DTLA","Active"
95405365,11,"0007-04-18 11:25:00","0007-04-18 11:36:00",3026,34.0632,-118.246,3005,34.0485,-118.259,6316,30,"One Way","Monthly Pas",3026,"Figueroa & ","0000-00-00","DTLA","Active"
95405366,4,"0007-04-18 11:19:00","0007-04-18 11:23:00",3075,34.0421,-118.256,3031,34.0447,-118.252,6282,1,"One Way","Walk-up",3075,"Broadway & ","0000-00-00","DTLA","Active"
95405367,23,"0007-04-18 11:16:00","0007-04-18 11:39:00",4210,33.9843,-118.472,4210,33.9843,-118.472,11200,1,"Round Trip","One Day Pas",4210,"Ocean Front","0000-00-00","Venice","Active"
95405368,9,"0007-04-18 11:15:00","0007-04-18 11:24:00",3077,34.0399,-118.25,3038,34.0468,-118.248,12012,30,"One Way","Monthly Pas",3077,"8th & Wall","0000-00-00","DTLA","Active"
95405369,9,"0007-04-18 11:15:00","0007-04-18 11:24:00",3077,34.0399,-118.25,3038,34.0468,-118.248,6643,1,"One Way","Walk-up",3077,"8th & Wall","0000-00-00","DTLA","Active"
95405370,35,"0007-04-18 11:14:00","0007-04-18 11:49:00",4126,33.711,-118.285,4126,33.711,-118.285,5027,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95405371,43,"0007-04-18 11:14:00","0007-04-18 11:57:00",4154,34.1561,-118.151,4154,34.1561,-118.151,12410,1,"Round Trip","Walk-up",4154,"Fair Oaks &","0000-00-00","Pasadena","Inactive"
95405372,24,"0007-04-18 11:13:00","0007-04-18 11:37:00",3026,34.0632,-118.246,3005,34.0485,-118.259,6462,1,"One Way","One Day Pas",3026,"Figueroa & ","0000-00-00","DTLA","Active"
95405374,23,"0007-04-18 11:10:00","0007-04-18 11:33:00",3030,34.0519,-118.244,3055,34.0442,-118.252,6144,1,"One Way","Walk-up",3030,"Main & 1st","0000-00-00","DTLA","Active"
95405375,2,"0007-04-18 11:07:00","0007-04-18 11:09:00",3082,34.0465,-118.237,3022,34.0461,-118.233,6631,30,"One Way","Monthly Pas",3082,"Traction & ","0000-00-00","DTLA","Active"
95405376,3,"0007-04-18 11:06:00","0007-04-18 11:09:00",3064,34.0468,-118.257,3051,34.0454,-118.254,6017,30,"One Way","Monthly Pas",3064,"Grand & 7th","0000-00-00","DTLA","Active"
95405377,6,"0007-04-18 11:02:00","0007-04-18 11:08:00",3067,34.0452,-118.25,3007,34.0505,-118.255,6577,30,"One Way","Monthly Pas",3067,"Main & 6th","0000-00-00","DTLA","Active"
