"trip_id","duration","start_time","end_time","start_station","start_lat","start_lon","end_station","end_lat","end_lon","bike_id","plan_duration","trip_route_category","passholder_type","Station_ID","Station_Name","Go_live_date","Region","Status"
95858639,20,"0007-07-18 01:09:00","0007-07-18 01:29:00",4220,34.0748,-118.259,4220,34.0748,-118.259,5976,1,"Round Trip","Walk-up",4220,"Park & Echo","0000-00-00","DTLA","Active"
95858640,10,"0007-07-18 01:07:00","0007-07-18 01:17:00",3075,34.0421,-118.256,3069,34.0509,-118.248,5931,1,"One Way","Walk-up",3075,"Broadway & ","0000-00-00","DTLA","Active"
95858641,11,"0007-07-18 01:06:00","0007-07-18 01:17:00",3075,34.0421,-118.256,3069,34.0509,-118.248,6504,1,"One Way","Walk-up",3075,"Broadway & ","0000-00-00","DTLA","Active"
95858642,24,"0007-07-18 01:05:00","0007-07-18 01:29:00",4220,34.0748,-118.259,4220,34.0748,-118.259,6012,1,"Round Trip","Walk-up",4220,"Park & Echo","0000-00-00","DTLA","Active"
95858643,22,"0007-07-18 00:46:00","0007-07-18 01:08:00",3029,34.0489,-118.246,4249,34.0203,-118.281,6241,1,"One Way","Walk-up",3029,"Main & 4th","0000-00-00","DTLA","Active"
95858644,42,"0007-07-18 00:27:00","0007-07-18 01:09:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12213,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95858645,44,"0007-07-18 00:25:00","0007-07-18 01:09:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12431,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95865511,7,"0007-07-18 02:31:00","0007-07-18 02:38:00",4154,34.1561,-118.151,4174,34.1653,-118.151,4823,30,"One Way","Monthly Pas",4154,"Fair Oaks &","0000-00-00","Pasadena","Inactive"
95865512,10,"0007-07-18 02:20:00","0007-07-18 02:30:00",4162,34.1475,-118.148,4154,34.1561,-118.151,12433,30,"One Way","Monthly Pas",4162,"Memorial Pa","0000-00-00","Pasadena","Inactive"
95865513,11,"0007-07-18 02:12:00","0007-07-18 02:23:00",3031,34.0447,-118.252,3005,34.0485,-118.259,4728,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95865515,20,"0007-07-18 01:47:00","0007-07-18 02:07:00",3006,34.0455,-118.257,3051,34.0454,-118.254,12203,30,"One Way","Monthly Pas",3006,"Olive & 8th","0000-00-00","DTLA","Active"
95865517,47,"0007-07-18 01:39:00","0007-07-18 02:26:00",4212,33.9881,-118.472,4208,33.9987,-118.473,12455,1,"One Way","Walk-up",4212,"Windward & ","0000-00-00","Venice","Active"
95872395,4,"0007-07-18 03:46:00","0007-07-18 03:50:00",3019,34.0386,-118.261,3047,34.04,-118.266,6523,30,"One Way","Monthly Pas",3019,"12th & Hill","0000-00-00","DTLA","Active"
95872396,27,"0007-07-18 03:25:00","0007-07-18 03:52:00",3051,34.0454,-118.254,3082,34.0465,-118.237,6368,1,"One Way","Walk-up",3051,"7th & Broad","0000-00-00","DTLA","Active"
95872397,31,"0007-07-18 03:21:00","0007-07-18 03:52:00",3051,34.0454,-118.254,3082,34.0465,-118.237,12203,1,"One Way","Walk-up",3051,"7th & Broad","0000-00-00","DTLA","Active"
95872398,4,"0007-07-18 03:17:00","0007-07-18 03:21:00",3068,34.0532,-118.251,3028,34.0583,-118.246,12131,30,"One Way","Monthly Pas",3068,"Grand & 3rd","0000-00-00","DTLA","Active"
95872399,32,"0007-07-18 02:44:00","0007-07-18 03:16:00",3074,34.0442,-118.261,3074,34.0442,-118.261,5989,1,"Round Trip","Walk-up",3074,"Hope & Olym","0000-00-00","DTLA","Active"
95893062,8,"0007-07-18 06:41:00","0007-07-18 06:49:00",3027,34.05,-118.247,3077,34.0399,-118.25,6543,30,"One Way","Monthly Pas",3027,"Spring & 3r","0000-00-00","DTLA","Active"
95893063,12,"0007-07-18 06:34:00","0007-07-18 06:46:00",4166,34.1459,-118.122,4177,34.145,-118.138,6095,30,"One Way","Monthly Pas",4166,"Colorado & ","0000-00-00","Pasadena","Inactive"
95893064,6,"0007-07-18 06:27:00","0007-07-18 06:33:00",4160,34.133,-118.149,4138,34.1457,-118.148,6071,1,"One Way","Walk-up",4160,"Fillmore St","0000-00-00","Pasadena","Inactive"
95893065,13,"0007-07-18 06:13:00","0007-07-18 06:26:00",3042,34.0493,-118.239,3064,34.0468,-118.257,12199,30,"One Way","Monthly Pas",3042,"1st & Centr","0000-00-00","DTLA","Active"
95893066,3,"0007-07-18 06:07:00","0007-07-18 06:10:00",3069,34.0509,-118.248,3075,34.0421,-118.256,6146,30,"One Way","Monthly Pas",3069,"Broadway & ","0000-00-00","DTLA","Active"
95893067,13,"0007-07-18 06:02:00","0007-07-18 06:15:00",3049,34.057,-118.254,3081,34.0319,-118.25,6160,30,"One Way","Monthly Pas",3049,"2nd & Figue","0000-00-00","DTLA","Active"
95899957,8,"0007-07-18 07:46:00","0007-07-18 07:54:00",3066,34.0634,-118.236,3042,34.0493,-118.239,5762,1,"One Way","Walk-up",3066,"Spring & Co","0000-00-00","DTLA","Active"
95899958,4,"0007-07-18 07:43:00","0007-07-18 07:47:00",3005,34.0485,-118.259,3031,34.0447,-118.252,6061,30,"One Way","Monthly Pas",3005,"7th & Flowe","0000-00-00","DTLA","Active"
95899959,3,"0007-07-18 07:35:00","0007-07-18 07:38:00",3077,34.0399,-118.25,3055,34.0442,-118.252,6543,30,"One Way","Monthly Pas",3077,"8th & Wall","0000-00-00","DTLA","Active"
95899961,9,"0007-07-18 07:31:00","0007-07-18 07:40:00",4156,34.1499,-118.138,4180,34.138,-118.129,12098,30,"One Way","Monthly Pas",4156,"Madison & W","0000-00-00","Pasadena","Inactive"
95899962,11,"0007-07-18 07:23:00","0007-07-18 07:34:00",3026,34.0632,-118.246,3027,34.05,-118.247,11990,1,"One Way","One Day Pas",3026,"Figueroa & ","0000-00-00","DTLA","Active"
95899963,10,"0007-07-18 07:02:00","0007-07-18 07:12:00",3029,34.0489,-118.246,3005,34.0485,-118.259,6120,365,"One Way","Flex Pass",3029,"Main & 4th","0000-00-00","DTLA","Active"
95899964,2,"0007-07-18 07:00:00","0007-07-18 07:02:00",3064,34.0468,-118.257,3005,34.0485,-118.259,11997,30,"One Way","Monthly Pas",3064,"Grand & 7th","0000-00-00","DTLA","Active"
95899965,3,"0007-07-18 06:57:00","0007-07-18 07:00:00",3052,34.0511,-118.265,3064,34.0468,-118.257,5782,30,"One Way","Monthly Pas",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95899966,4,"0007-07-18 06:56:00","0007-07-18 07:00:00",3052,34.0511,-118.265,3064,34.0468,-118.257,12375,30,"One Way","Monthly Pas",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95899988,380,"0007-07-18 01:21:00","0007-07-18 07:41:00",4214,33.9956,-118.482,4215,34.0143,-118.491,6302,1,"One Way","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95906865,6,"0007-07-18 08:51:00","0007-07-18 08:57:00",3082,34.0465,-118.237,3029,34.0489,-118.246,5806,30,"One Way","Monthly Pas",3082,"Traction & ","0000-00-00","DTLA","Active"
95906867,7,"0007-07-18 08:47:00","0007-07-18 08:54:00",3014,34.0566,-118.237,3023,34.0509,-118.241,5837,30,"One Way","Monthly Pas",3014,"Union Stati","0000-00-00","DTLA","Active"
95906869,9,"0007-07-18 08:45:00","0007-07-18 08:54:00",3049,34.057,-118.254,3042,34.0493,-118.239,12383,30,"One Way","Monthly Pas",3049,"2nd & Figue","0000-00-00","DTLA","Active"
95906870,2,"0007-07-18 08:40:00","0007-07-18 08:42:00",3075,34.0421,-118.256,3076,34.0406,-118.254,12037,30,"One Way","Monthly Pas",3075,"Broadway & ","0000-00-00","DTLA","Active"
95906871,11,"0007-07-18 08:38:00","0007-07-18 08:49:00",3011,34.0411,-118.268,3033,34.041,-118.256,6183,1,"One Way","Walk-up",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95906872,10,"0007-07-18 08:29:00","0007-07-18 08:39:00",3069,34.0509,-118.248,3026,34.0632,-118.246,12372,1,"One Way","One Day Pas",3069,"Broadway & ","0000-00-00","DTLA","Active"
95906873,6,"0007-07-18 08:20:00","0007-07-18 08:26:00",3069,34.0509,-118.248,3006,34.0455,-118.257,5803,30,"One Way","Monthly Pas",3069,"Broadway & ","0000-00-00","DTLA","Active"
95906877,5,"0007-07-18 08:09:00","0007-07-18 08:14:00",3028,34.0583,-118.246,3069,34.0509,-118.248,5803,30,"One Way","Monthly Pas",3028,"Grand & Tem","0000-00-00","DTLA","Active"
95906878,15,"0007-07-18 08:09:00","0007-07-18 08:24:00",3022,34.0461,-118.233,3032,34.0499,-118.256,6627,365,"One Way","Flex Pass",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95906881,27,"0007-07-18 08:06:00","0007-07-18 08:33:00",3008,34.0466,-118.263,3034,34.0421,-118.263,5956,1,"One Way","Walk-up",3008,"Figueroa & ","0000-00-00","DTLA","Active"
95906882,28,"0007-07-18 08:05:00","0007-07-18 08:33:00",3008,34.0466,-118.263,3034,34.0421,-118.263,6242,1,"One Way","Walk-up",3008,"Figueroa & ","0000-00-00","DTLA","Active"
95906883,15,"0007-07-18 08:04:00","0007-07-18 08:19:00",3022,34.0461,-118.233,3064,34.0468,-118.257,12332,1,"One Way","Walk-up",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95906884,16,"0007-07-18 08:03:00","0007-07-18 08:19:00",3022,34.0461,-118.233,3064,34.0468,-118.257,6654,30,"One Way","Monthly Pas",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95906885,4,"0007-07-18 08:00:00","0007-07-18 08:04:00",3031,34.0447,-118.252,3064,34.0468,-118.257,6239,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95913802,6,"0007-07-18 09:53:00","0007-07-18 09:59:00",4131,33.739,-118.279,4133,33.7335,-118.278,12029,1,"One Way","Walk-up",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95913803,7,"0007-07-18 09:52:00","0007-07-18 09:59:00",4131,33.739,-118.279,4133,33.7335,-118.278,11981,1,"One Way","Walk-up",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95913804,20,"0007-07-18 09:37:00","0007-07-18 09:57:00",4174,34.1653,-118.151,4183,34.1461,-118.129,6607,30,"One Way","Monthly Pas",4174,"Fair Oaks &","0000-00-00","Pasadena","Inactive"
95913805,1,"0007-07-18 09:36:00","0007-07-18 09:37:00",4131,33.739,-118.279,4131,33.739,-118.279,12029,1,"Round Trip","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95913806,13,"0007-07-18 09:32:00","0007-07-18 09:45:00",3063,34.048,-118.254,3036,34.0392,-118.233,12006,1,"One Way","Walk-up",3063,"Olive & 5th","0000-00-00","DTLA","Active"
95913807,15,"0007-07-18 09:31:00","0007-07-18 09:46:00",3076,34.0406,-118.254,3005,34.0485,-118.259,6419,1,"One Way","Walk-up",3076,"9th & Los A","0000-00-00","DTLA","Active"
95913808,9,"0007-07-18 09:31:00","0007-07-18 09:40:00",3023,34.0509,-118.241,3014,34.0566,-118.237,5837,30,"One Way","Monthly Pas",3023,"1st & Judge","0000-00-00","DTLA","Active"
95913809,18,"0007-07-18 09:26:00","0007-07-18 09:44:00",4150,34.1543,-118.142,4157,34.141,-118.132,5995,30,"One Way","Monthly Pas",4150,"Villa Parke","0000-00-00","Pasadena","Inactive"
95913810,5,"0007-07-18 09:19:00","0007-07-18 09:24:00",4163,34.1505,-118.132,4157,34.141,-118.132,5746,30,"One Way","Monthly Pas",4163,"Lake & Locu","0000-00-00","Pasadena","Inactive"
95913811,9,"0007-07-18 09:18:00","0007-07-18 09:27:00",3082,34.0465,-118.237,3036,34.0392,-118.233,6157,30,"One Way","Monthly Pas",3082,"Traction & ","0000-00-00","DTLA","Active"
95913813,6,"0007-07-18 09:16:00","0007-07-18 09:22:00",3022,34.0461,-118.233,3048,34.0417,-118.235,6072,30,"One Way","Monthly Pas",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95913816,6,"0007-07-18 09:16:00","0007-07-18 09:22:00",3022,34.0461,-118.233,3048,34.0417,-118.235,12037,30,"One Way","Monthly Pas",3022,"3rd & Santa","0000-00-00","DTLA","Active"
95913819,4,"0007-07-18 09:11:00","0007-07-18 09:15:00",3031,34.0447,-118.252,3005,34.0485,-118.259,6061,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95913820,19,"0007-07-18 09:11:00","0007-07-18 09:30:00",4174,34.1653,-118.151,4157,34.141,-118.132,4823,30,"One Way","Monthly Pas",4174,"Fair Oaks &","0000-00-00","Pasadena","Inactive"
95913821,16,"0007-07-18 09:07:00","0007-07-18 09:23:00",4126,33.711,-118.285,4126,33.711,-118.285,11971,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95913822,15,"0007-07-18 09:07:00","0007-07-18 09:22:00",4126,33.711,-118.285,4126,33.711,-118.285,12432,1,"Round Trip","Walk-up",4126,"Cabrillo Be","0000-00-00","Port of LA","Active"
95913823,3,"0007-07-18 09:01:00","0007-07-18 09:04:00",4132,33.7491,-118.28,4127,33.7489,-118.275,6530,30,"One Way","Monthly Pas",4132,"Fanfare Fou","0000-00-00","Port of LA","Active"
95913824,7,"0007-07-18 08:59:00","0007-07-18 09:06:00",3064,34.0468,-118.257,3077,34.0399,-118.25,12199,30,"One Way","Monthly Pas",3064,"Grand & 7th","0000-00-00","DTLA","Active"
95913825,9,"0007-07-18 08:59:00","0007-07-18 09:08:00",3023,34.0509,-118.241,3005,34.0485,-118.259,6591,1,"One Way","Walk-up",3023,"1st & Judge","0000-00-00","DTLA","Active"
95913826,16,"0007-07-18 08:57:00","0007-07-18 09:13:00",3076,34.0406,-118.254,3022,34.0461,-118.233,12037,30,"One Way","Monthly Pas",3076,"9th & Los A","0000-00-00","DTLA","Active"
95913827,23,"0007-07-18 08:57:00","0007-07-18 09:20:00",3031,34.0447,-118.252,3055,34.0442,-118.252,6336,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95913828,21,"0007-07-18 08:54:00","0007-07-18 09:15:00",3014,34.0566,-118.237,3011,34.0411,-118.268,6282,30,"One Way","Monthly Pas",3014,"Union Stati","0000-00-00","DTLA","Active"
95913833,32,"0007-07-18 08:45:00","0007-07-18 09:17:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12213,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95913835,33,"0007-07-18 08:44:00","0007-07-18 09:17:00",4214,33.9956,-118.482,4214,33.9956,-118.482,12211,1,"Round Trip","Walk-up",4214,"Ocean Front","0000-00-00","Venice","Active"
95913851,88,"0007-07-18 08:03:00","0007-07-18 09:31:00",3082,34.0465,-118.237,3082,34.0465,-118.237,12021,1,"Round Trip","Walk-up",3082,"Traction & ","0000-00-00","DTLA","Active"
95920772,5,"0007-07-18 10:52:00","0007-07-18 10:57:00",4144,34.1424,-118.133,4151,34.1424,-118.142,6338,30,"One Way","Monthly Pas",4144,"Cordova & L","0000-00-00","Pasadena","Inactive"
95920773,5,"0007-07-18 10:51:00","0007-07-18 10:56:00",3023,34.0509,-118.241,3027,34.05,-118.247,12119,1,"One Way","Walk-up",3023,"1st & Judge","0000-00-00","DTLA","Active"
95920774,7,"0007-07-18 10:48:00","0007-07-18 10:55:00",3046,34.0529,-118.247,3031,34.0447,-118.252,12118,30,"One Way","Monthly Pas",3046,"2nd & Hill","0000-00-00","DTLA","Active"
95920775,11,"0007-07-18 10:47:00","0007-07-18 10:58:00",3011,34.0411,-118.268,3035,34.0484,-118.261,6292,1,"One Way","Walk-up",3011,"Figueroa & ","0000-00-00","DTLA","Active"
95920776,6,"0007-07-18 10:45:00","0007-07-18 10:51:00",3032,34.0499,-118.256,3006,34.0455,-118.257,5906,1,"One Way","Walk-up",3032,"Hope & 6th","0000-00-00","DTLA","Active"
95920777,7,"0007-07-18 10:44:00","0007-07-18 10:51:00",3032,34.0499,-118.256,3006,34.0455,-118.257,12361,365,"One Way","Monthly Pas",3032,"Hope & 6th","0000-00-00","DTLA","Active"
95920778,9,"0007-07-18 10:42:00","0007-07-18 10:51:00",3068,34.0532,-118.251,3022,34.0461,-118.233,6316,30,"One Way","Monthly Pas",3068,"Grand & 3rd","0000-00-00","DTLA","Active"
95920779,14,"0007-07-18 10:34:00","0007-07-18 10:48:00",4131,33.739,-118.279,4127,33.7489,-118.275,12180,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920780,15,"0007-07-18 10:33:00","0007-07-18 10:48:00",4131,33.739,-118.279,4127,33.7489,-118.275,12430,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920781,3,"0007-07-18 10:33:00","0007-07-18 10:36:00",3066,34.0634,-118.236,3066,34.0634,-118.236,12183,30,"Round Trip","Monthly Pas",3066,"Spring & Co","0000-00-00","DTLA","Active"
95920782,18,"0007-07-18 10:31:00","0007-07-18 10:49:00",4131,33.739,-118.279,4127,33.7489,-118.275,12033,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920783,18,"0007-07-18 10:31:00","0007-07-18 10:49:00",4131,33.739,-118.279,4127,33.7489,-118.275,5006,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920784,8,"0007-07-18 10:30:00","0007-07-18 10:38:00",3076,34.0406,-118.254,3064,34.0468,-118.257,12336,365,"One Way","Flex Pass",3076,"9th & Los A","0000-00-00","DTLA","Active"
95920785,19,"0007-07-18 10:30:00","0007-07-18 10:49:00",4131,33.739,-118.279,4127,33.7489,-118.275,12205,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920786,21,"0007-07-18 10:28:00","0007-07-18 10:49:00",4131,33.739,-118.279,4127,33.7489,-118.275,12101,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920787,6,"0007-07-18 10:27:00","0007-07-18 10:33:00",3052,34.0511,-118.265,3064,34.0468,-118.257,6551,30,"One Way","Monthly Pas",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95920788,21,"0007-07-18 10:27:00","0007-07-18 10:48:00",4131,33.739,-118.279,4127,33.7489,-118.275,12291,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920789,23,"0007-07-18 10:26:00","0007-07-18 10:49:00",4131,33.739,-118.279,4127,33.7489,-118.275,12092,1,"One Way","One Day Pas",4131,"Downtown Ha","0000-00-00","Port of LA","Active"
95920790,4,"0007-07-18 10:25:00","0007-07-18 10:29:00",4209,33.9962,-118.477,4214,33.9956,-118.482,12104,30,"One Way","Monthly Pas",4209,"Rose & Main","0000-00-00","Venice","Active"
95920791,11,"0007-07-18 10:22:00","0007-07-18 10:33:00",3078,34.0643,-118.239,3014,34.0566,-118.237,12380,30,"One Way","Monthly Pas",3078,"Hill & Coll","0000-00-00","DTLA","Active"
95920792,3,"0007-07-18 10:20:00","0007-07-18 10:23:00",3006,34.0455,-118.257,3035,34.0484,-118.261,12243,30,"One Way","Monthly Pas",3006,"Olive & 8th","0000-00-00","DTLA","Active"
95920793,5,"0007-07-18 10:19:00","0007-07-18 10:24:00",3031,34.0447,-118.252,3035,34.0484,-118.261,5978,30,"One Way","Monthly Pas",3031,"7th & Sprin","0000-00-00","DTLA","Active"
95920794,19,"0007-07-18 10:18:00","0007-07-18 10:37:00",4157,34.141,-118.132,4150,34.1543,-118.142,5995,30,"One Way","Monthly Pas",4157,"Lake & Del ","0000-00-00","Pasadena","Inactive"
95920795,8,"0007-07-18 10:17:00","0007-07-18 10:25:00",3038,34.0468,-118.248,3062,34.0477,-118.243,12028,1,"One Way","Walk-up",3038,"Main & 5th","0000-00-00","DTLA","Active"
95920796,17,"0007-07-18 10:16:00","0007-07-18 10:33:00",3035,34.0484,-118.261,3011,34.0411,-118.268,6255,1,"One Way","Walk-up",3035,"Figueroa & ","0000-00-00","DTLA","Active"
95920797,10,"0007-07-18 10:15:00","0007-07-18 10:25:00",3067,34.0452,-118.25,3022,34.0461,-118.233,5986,30,"One Way","Monthly Pas",3067,"Main & 6th","0000-00-00","DTLA","Active"
95920798,18,"0007-07-18 10:15:00","0007-07-18 10:33:00",3035,34.0484,-118.261,3011,34.0411,-118.268,6079,1,"One Way","Walk-up",3035,"Figueroa & ","0000-00-00","DTLA","Active"
95920799,9,"0007-07-18 10:14:00","0007-07-18 10:23:00",3038,34.0468,-118.248,3014,34.0566,-118.237,6528,1,"One Way","Walk-up",3038,"Main & 5th","0000-00-00","DTLA","Active"
95920800,5,"0007-07-18 10:12:00","0007-07-18 10:17:00",3037,34.0348,-118.231,3022,34.0461,-118.233,6263,30,"One Way","Monthly Pas",3037,"Imperial & ","0000-00-00","DTLA","Active"
95920801,9,"0007-07-18 10:11:00","0007-07-18 10:20:00",3042,34.0493,-118.239,3038,34.0468,-118.248,12147,30,"One Way","Monthly Pas",3042,"1st & Centr","0000-00-00","DTLA","Active"
95920802,7,"0007-07-18 10:08:00","0007-07-18 10:15:00",3029,34.0489,-118.246,3082,34.0465,-118.237,5806,30,"One Way","Monthly Pas",3029,"Main & 4th","0000-00-00","DTLA","Active"
95920803,4,"0007-07-18 10:06:00","0007-07-18 10:10:00",3055,34.0442,-118.252,3035,34.0484,-118.261,6336,30,"One Way","Monthly Pas",3055,"7th & Main","0000-00-00","DTLA","Inactive"
95920804,11,"0007-07-18 10:06:00","0007-07-18 10:17:00",3007,34.0505,-118.255,3011,34.0411,-118.268,6308,1,"One Way","One Day Pas",3007,"5th & Grand","0000-00-00","DTLA","Active"
95920805,3,"0007-07-18 10:02:00","0007-07-18 10:05:00",4151,34.1424,-118.142,4144,34.1424,-118.133,12153,30,"One Way","Monthly Pas",4151,"Los Robles ","0000-00-00","Pasadena","Inactive"
95920806,55,"0007-07-18 10:01:00","0007-07-18 10:56:00",4215,34.0143,-118.491,4210,33.9843,-118.472,12159,1,"One Way","Walk-up",4215,"Downtown Sa","0000-00-00","Venice","Active"
95920807,56,"0007-07-18 10:00:00","0007-07-18 10:56:00",4215,34.0143,-118.491,4210,33.9843,-118.472,12174,1,"One Way","Walk-up",4215,"Downtown Sa","0000-00-00","Venice","Active"
95920808,12,"0007-07-18 09:58:00","0007-07-18 10:10:00",3067,34.0452,-118.25,3037,34.0348,-118.231,12051,30,"One Way","Monthly Pas",3067,"Main & 6th","0000-00-00","DTLA","Active"
95920811,23,"0007-07-18 09:42:00","0007-07-18 10:05:00",3052,34.0511,-118.265,3005,34.0485,-118.259,12011,1,"One Way","Walk-up",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95920812,26,"0007-07-18 09:40:00","0007-07-18 10:06:00",3052,34.0511,-118.265,3005,34.0485,-118.259,12165,1,"One Way","Walk-up",3052,"7th & Bixel","0000-00-00","DTLA","Active"
95920815,14,"0007-07-18 09:32:00","0007-07-18 09:46:00",3076,34.0406,-118.254,3005,34.0485,-118.259,6138,1,"One Way","Walk-up",3076,"9th & Los A","0000-00-00","DTLA","Active"
95920820,56,"0007-07-18 09:25:00","0007-07-18 10:21:00",3035,34.0484,-118.261,3035,34.0484,-118.261,6102,1,"Round Trip","Walk-up",3035,"Figueroa & ","0000-00-00","DTLA","Active"
95920832,56,"0007-07-18 09:09:00","0007-07-18 10:05:00",4152,34.1497,-118.16,4152,34.1497,-118.16,6652,1,"Round Trip","Walk-up",4152,"Pasadena Mu","0000-00-00","Pasadena","Inactive"
95920850,100,"0007-07-18 08:34:00","0007-07-18 10:14:00",4215,34.0143,-118.491,4211,33.9849,-118.47,6167,1,"One Way","One Day Pas",4215,"Downtown Sa","0000-00-00","Venice","Active"
95920853,110,"0007-07-18 08:24:00","0007-07-18 10:14:00",4215,34.0143,-118.491,4211,33.9849,-118.47,12001,1,"One Way","One Day Pas",4215,"Downtown Sa","0000-00-00","Venice","Active"
